Time	RMS-x	RMS-y	RMS-z	Mean-x	 Mean-y	 Mean-z	 Max-x	 Max-y	 Max-z	 Min-x	 Min-y	 Min-z	 IQR-x	 IQR-y	 IQR-z	 Variance-x	 Variance-y	 Variance-z	 Std-x	Std-y	 Std-z	 224.51	3.83	13.66	9.37	-0.76	-11.57	1.27	7.16	2.13	17.57	-10.35	-28.84	-21.6	5.56	9.54	14.67		14.24		53.15		87.1	3.77	7.29	9.33
236.47	4.47	13.79	9.91	-0.86	-11.5	0.35	7.73	2.16	15.97	-12.38	-29.75	-20.56	6.62	8.81	16.51		19.43		58.58		99.06	4.41	7.65	9.95
237.46	3.97	13.62	8.88	-0.92	-11.52	-0.08	4.73	2.69	13.57	-11.07	-26.49	-20.74	5.36	9.71	12.8		15.05		53.29		79.7	3.88	7.3	8.93
238.45	3.76	13.51	8.47	-0.69	-11.64	0.78	5.51	1.11	15.15	-9.56	-25.71	-21.25	5.23	9.5	11.53		13.78		47.4		71.79	3.71	6.88	8.47
239.43	4.09	14.57	10.22	-0.7	-12.23	1.41	7.0	2.31	16.85	-11.27	-28.47	-25.66	6.25	9.0	16.29		16.39		63.26		103.53	4.05	7.95	10.18
240.43	3.84	13.18	9.43	-0.82	-11.28	0.66	5.48	2.55	17.02	-10.62	-27.7	-22.21	5.57	8.16	14.5		14.21		46.94		89.47	3.77	6.85	9.46
241.41	4.1	13.33	9.42	-0.52	-10.8	1.2	5.91	4.03	16.94	-12.75	-26.5	-20.82	5.62	8.79	14.11		16.71		61.63		88.24	4.09	7.85	9.39
242.41	3.91	12.78	9.11	-0.97	-10.32	1.38	5.97	3.2	13.54	-9.36	-25.65	-23.45	5.96	8.37	14.88		14.5		57.34		81.86	3.81	7.57	9.05
243.4	3.89	13.1	8.85	-1.22	-11.14	0.01	5.91	2.67	13.17	-9.4	-26.69	-24.4	4.28	8.49	11.8		13.8		47.78		79.18	3.71	6.91	8.9
244.4	4.32	13.99	10.27	-0.7	-11.41	0.5	7.05	3.73	20.74	-11.46	-30.31	-21.9	6.38	7.1	15.73		18.33		66.27		106.22	4.28	8.14	10.31
245.4	4.13	13.56	9.5	-0.6	-11.65	0.26	10.23	1.92	15.95	-10.71	-25.85	-20.36	6.0	8.1	15.51		16.9		48.78		91.08	4.11	6.98	9.54
246.4	4.57	13.25	9.56	-1.07	-11.03	1.22	6.25	2.73	18.15	-11.56	-28.4	-27.31	7.05	7.96	14.84		19.92		54.41		90.81	4.46	7.38	9.53
247.4	4.25	13.77	8.76	-0.62	-11.6	0.72	6.71	3.97	17.54	-11.1	-28.71	-19.15	6.32	7.56	13.09		17.83		55.46		76.96	4.22	7.45	8.77
248.4	3.99	13.29	8.97	-0.39	-11.1	1.1	8.42	2.01	18.5	-9.68	-29.86	-22.25	5.82	7.95	13.26		15.93		54.04		80.08	3.99	7.35	8.95
249.4	3.39	12.95	8.71	-0.74	-11.0	0.25	5.23	1.84	15.33	-8.85	-25.67	-23.77	4.82	7.69	14.67		11.02		47.1		76.61	3.32	6.86	8.75
250.4	4.52	14.1	9.48	-0.35	-11.8	1.19	7.86	4.6	18.2	-16.81	-30.36	-21.33	5.29	7.39	13.97		20.56		60.17		89.39	4.53	7.76	9.45
251.4	4.66	13.89	9.48	-0.29	-11.74	0.12	7.34	1.71	14.38	-10.26	-30.05	-23.7	7.59	9.24	16.66		21.86		55.59		90.72	4.68	7.46	9.52
252.4	3.97	14.88	9.21	-0.75	-12.43	1.56	6.23	2.38	16.5	-10.17	-28.24	-23.87	4.89	11.93	13.16		15.33		67.51		83.28	3.92	8.22	9.13
253.4	3.99	13.58	8.83	-1.13	-11.35	1.14	5.22	3.07	16.0	-9.46	-28.14	-21.79	5.47	8.51	11.83		14.81		56.21		77.51	3.85	7.5	8.8
254.4	3.82	13.3	9.11	-0.58	-11.22	0.89	6.19	2.4	14.17	-9.95	-27.18	-26.1	5.76	7.51	15.03		14.37		51.49		83.03	3.79	7.18	9.11
255.38	3.52	13.08	9.29	-0.7	-10.47	1.35	5.53	3.16	15.02	-9.1	-26.7	-22.84	4.9	9.06	13.01		12.0		62.18		85.41	3.46	7.89	9.24
256.38	4.45	12.99	9.63	-0.97	-10.45	1.48	7.7	2.82	23.29	-12.94	-29.69	-21.39	5.87	10.99	12.47		19.02		60.19		91.52	4.36	7.76	9.57
257.38	3.68	13.36	9.95	-0.69	-11.61	-0.54	7.91	2.66	14.03	-8.73	-26.12	-25.03	4.92	8.26	14.43		13.2		44.22		99.72	3.63	6.65	9.99
258.38	3.89	13.24	8.58	-0.82	-11.49	0.93	7.14	1.46	16.02	-11.72	-25.3	-19.09	4.29	8.28	12.47		14.62		43.53		73.52	3.82	6.6	8.57
259.37	4.12	13.43	9.1	-1.2	-11.15	1.1	6.17	2.66	17.7	-10.3	-29.06	-21.65	5.63	8.55	12.05		15.66		56.53		82.47	3.96	7.52	9.08
260.37	3.91	13.25	9.04	-1.08	-11.23	1.26	6.8	2.23	15.64	-9.81	-27.05	-21.04	5.34	7.56	13.55		14.29		49.84		81.02	3.78	7.06	9.0
261.36	4.34	13.34	9.25	-0.66	-11.5	0.53	7.19	1.9	14.5	-10.62	-28.5	-24.21	5.66	8.2	11.79		18.61		46.14		86.16	4.31	6.79	9.28
262.34	4.02	13.14	9.04	-0.46	-11.12	1.06	6.89	2.85	13.86	-10.4	-28.7	-24.45	5.32	8.04	14.48		16.1		49.5		81.41	4.01	7.04	9.02
263.34	4.26	13.2	9.43	-0.48	-11.06	0.47	9.04	2.03	18.15	-12.03	-29.74	-20.92	6.51	7.75	15.2		18.08		52.45		89.68	4.25	7.24	9.47
264.33	3.61	13.2	9.1	-0.87	-11.09	0.62	5.89	2.87	15.16	-9.06	-29.64	-23.05	5.34	7.79	13.22		12.4		51.61		83.35	3.52	7.18	9.13
265.32	3.12	13.34	8.75	-1.17	-11.28	0.5	3.63	2.86	16.63	-8.6	-28.56	-27.61	3.8	9.81	11.51		8.45		51.05		77.14	2.91	7.14	8.78
266.31	4.73	14.75	10.09	-0.13	-12.35	0.65	8.24	4.71	18.78	-12.32	-30.42	-23.33	7.25	10.38	16.15		22.62		65.71		102.32	4.76	8.11	10.12
267.31	4.95	14.33	8.94	-1.79	-12.26	1.77	6.24	3.95	15.96	-14.31	-25.45	-23.52	5.69	9.0	10.72		21.54		55.41		77.56	4.64	7.44	8.81
268.3	3.49	13.06	8.7	-0.74	-11.07	0.83	5.93	0.97	15.41	-11.24	-24.43	-22.71	3.46	9.31	11.81		11.74		48.45		75.68	3.43	6.96	8.7
269.29	4.0	12.66	8.94	-1.05	-10.17	1.66	7.0	3.93	15.81	-11.61	-25.61	-21.17	4.89	8.56	12.07		15.05		57.41		77.93	3.88	7.58	8.83
270.29	4.15	13.58	9.47	-1.11	-11.57	-0.65	7.51	1.94	16.82	-9.82	-25.77	-23.69	5.23	8.87	13.48		16.12		50.85		90.06	4.02	7.13	9.49
271.29	4.5	13.35	9.39	-0.68	-11.43	0.89	7.39	2.19	15.47	-11.97	-27.62	-22.56	5.9	7.84	14.77		19.95		48.22		88.22	4.47	6.94	9.39
272.28	5.13	12.82	9.15	-1.54	-10.96	0.83	8.9	1.87	15.15	-14.21	-26.76	-23.13	5.59	8.15	12.32		24.22		44.72		83.89	4.92	6.69	9.16
273.28	4.21	13.02	9.02	-0.72	-11.08	1.02	7.71	2.78	16.5	-11.3	-25.1	-22.29	5.03	9.02	12.53		17.38		47.17		81.08	4.17	6.87	9.0
274.27	3.89	12.88	8.31	-0.66	-11.27	0.87	6.58	2.71	13.86	-10.67	-26.15	-22.02	4.66	7.77	10.49		14.81		39.24		69.02	3.85	6.26	8.31
275.27	3.64	13.11	8.74	-0.66	-11.07	0.34	6.18	2.26	14.4	-13.35	-30.16	-24.6	4.52	8.85	12.82		12.98		49.83		76.99	3.6	7.06	8.77
276.27	4.03	12.75	8.65	-0.82	-11.13	0.46	7.53	0.7	14.02	-12.18	-27.45	-25.45	4.64	8.04	11.39		15.76		39.13		75.35	3.97	6.26	8.68
277.27	3.74	13.37	8.62	-0.88	-11.46	0.62	6.48	2.56	15.38	-12.23	-28.8	-25.0	4.4	8.62	11.37		13.38		47.97		74.72	3.66	6.93	8.64
278.27	3.85	13.79	9.18	-0.66	-11.84	0.38	6.72	2.58	15.81	-8.42	-26.64	-24.21	5.83	9.71	12.55		14.5		50.5		84.99	3.81	7.11	9.22
279.25	4.14	13.22	8.39	-0.61	-11.54	0.91	7.98	2.58	15.33	-12.35	-24.69	-19.97	3.52	8.87	9.99		16.92		41.91		70.19	4.11	6.47	8.38
280.25	4.27	13.68	8.96	-1.13	-11.81	0.89	7.4	2.4	13.95	-12.05	-26.14	-21.16	4.14	9.76	10.82		17.1		48.17		80.28	4.14	6.94	8.96
281.25	4.02	13.05	8.08	-0.87	-11.26	0.74	6.3	2.2	15.85	-9.81	-23.59	-19.53	5.41	8.57	11.19		15.54		43.84		65.33	3.94	6.62	8.08
282.24	3.24	12.99	8.52	-0.88	-10.29	1.32	5.28	3.93	13.51	-8.83	-29.19	-22.59	4.49	9.95	12.33		9.83		63.44		71.57	3.14	7.97	8.46
283.24	3.49	13.01	9.22	-0.89	-10.65	0.77	6.43	3.63	16.36	-10.08	-25.08	-23.2	4.3	8.5	15.46		11.53		56.54		85.18	3.4	7.52	9.23
284.23	3.84	13.63	9.86	-0.74	-11.46	-0.55	7.95	2.88	15.55	-10.43	-29.67	-25.35	4.67	8.75	14.06		14.37		54.94		97.85	3.79	7.41	9.89
285.23	4.01	13.62	9.63	-0.93	-11.64	0.58	9.39	1.71	15.56	-11.71	-27.51	-25.24	4.85	9.56	13.48		15.42		50.43		93.4	3.93	7.1	9.66
286.23	4.28	13.73	9.02	-1.1	-11.02	1.72	5.71	4.19	16.53	-10.84	-30.06	-23.11	7.15	9.72	12.84		17.25		67.91		79.1	4.15	8.24	8.89
287.23	4.93	13.24	8.95	-0.79	-11.48	0.96	11.67	1.52	15.19	-13.72	-25.03	-22.26	5.1	8.86	9.72		23.89		43.77		80.02	4.89	6.62	8.95
288.22	3.75	12.98	8.47	-0.68	-11.06	0.67	6.61	2.18	12.82	-10.89	-27.25	-21.99	4.83	9.71	9.02		13.72		46.62		71.93	3.7	6.83	8.48
289.22	3.43	12.91	8.71	-0.72	-11.05	0.15	6.32	3.54	13.57	-8.71	-25.94	-20.93	4.16	8.37	12.57		11.34		44.94		76.52	3.37	6.7	8.75
290.22	3.55	13.03	8.25	-1.36	-11.15	1.12	5.41	2.45	12.98	-8.55	-30.23	-25.18	3.47	8.17	8.69		10.88		46.12		67.56	3.3	6.79	8.22
291.2	3.94	13.27	8.2	-0.83	-11.56	0.13	7.69	2.31	12.52	-11.0	-28.03	-21.04	4.58	7.33	12.13		14.98		43.08		67.83	3.87	6.56	8.24
292.19	3.55	13.8	9.11	-0.67	-11.7	0.21	5.9	3.13	15.18	-10.18	-30.36	-26.66	5.34	9.63	13.84		12.26		54.17		83.72	3.5	7.36	9.15
293.18	3.93	13.89	8.93	-0.9	-11.84	0.86	6.92	3.46	13.23	-9.0	-28.08	-24.77	5.41	10.56	12.91		14.79		53.05		79.77	3.85	7.28	8.93
294.16	4.12	13.75	9.58	-1.1	-11.67	1.45	6.91	1.36	21.98	-11.13	-28.88	-22.18	5.77	9.1	12.63		15.92		53.41		90.54	3.99	7.31	9.52
295.15	4.76	12.56	8.99	-0.67	-10.89	0.53	8.16	2.06	16.34	-14.29	-23.23	-20.3	5.59	8.68	13.4		22.42		39.42		81.27	4.73	6.28	9.01
296.14	3.95	13.12	9.21	-0.78	-10.58	1.17	7.05	2.73	15.75	-9.33	-27.28	-22.11	5.2	8.76	15.72		15.19		60.8		84.21	3.9	7.8	9.18
297.14	4.08	13.12	9.63	-0.82	-10.79	0.71	7.8	3.78	13.54	-13.71	-27.39	-24.04	4.22	7.95	14.04		16.14		56.31		93.07	4.02	7.5	9.65
298.13	4.15	13.69	9.02	-0.8	-11.64	-0.01	6.36	2.63	16.26	-12.82	-25.67	-22.55	6.09	9.18	13.09		16.72		52.5		82.15	4.09	7.25	9.06
299.13	4.5	13.78	9.54	-0.91	-11.5	1.1	7.58	1.74	17.41	-12.13	-30.4	-22.61	6.05	10.1	14.32		19.58		58.05		90.72	4.42	7.62	9.52
300.13	4.39	13.18	9.09	-1.23	-10.9	1.58	7.11	4.03	16.27	-9.89	-27.88	-22.77	5.81	8.76	10.34		17.95		55.65		80.89	4.24	7.46	8.99
301.12	4.59	13.61	8.99	-0.5	-11.71	1.17	8.61	2.81	14.16	-14.18	-25.06	-21.45	5.36	8.19	11.42		21.04		48.79		80.18	4.59	6.99	8.95
302.12	4.19	12.97	8.0	-0.6	-11.18	0.64	7.4	2.04	14.86	-11.92	-25.66	-20.22	5.19	8.06	10.94		17.38		43.74		64.24	4.17	6.61	8.02
303.11	4.21	13.52	9.63	-0.69	-11.33	0.53	8.61	2.99	19.69	-9.36	-30.14	-24.71	5.85	7.68	14.69		17.43		54.84		93.31	4.18	7.41	9.66
304.11	4.21	13.56	9.97	-0.57	-11.4	0.53	10.14	3.35	21.27	-13.47	-30.1	-24.5	5.35	8.4	13.53		17.61		54.51		100.19	4.2	7.38	10.01
305.1	4.67	14.06	10.09	-0.29	-11.89	0.29	9.14	2.83	16.21	-11.04	-27.78	-21.97	7.66	9.8	15.56		21.96		56.75		102.66	4.69	7.53	10.13
306.09	4.47	14.51	9.59	-1.05	-12.14	1.32	9.89	4.15	18.66	-12.34	-31.32	-22.55	5.68	9.78	12.78		19.1		63.66		91.11	4.37	7.98	9.55
307.09	3.93	12.75	8.5	-1.28	-10.95	0.64	5.09	1.11	15.0	-10.17	-23.74	-19.39	4.97	9.23	12.81		13.92		43.13		72.61	3.73	6.57	8.52
308.08	3.89	12.67	8.74	-0.81	-10.7	1.29	6.42	2.3	14.67	-11.04	-27.23	-25.7	4.43	8.54	11.34		14.61		46.61		75.5	3.82	6.83	8.69
309.08	4.53	12.48	8.54	-0.99	-10.43	1.31	8.01	1.67	15.51	-15.62	-23.95	-21.43	4.13	9.67	10.51		19.74		47.26		71.94	4.44	6.87	8.48
310.08	3.54	13.45	9.68	-1.0	-11.46	0.18	6.59	2.28	14.84	-8.97	-26.26	-20.97	4.3	10.23	13.37		11.66		49.97		94.55	3.42	7.07	9.72
311.07	4.25	12.86	8.39	-0.7	-11.07	0.67	6.72	2.52	15.96	-14.17	-24.36	-20.26	5.14	9.23	12.01		17.76		43.29		70.68	4.21	6.58	8.41
312.06	4.25	13.15	8.46	-1.23	-11.26	1.12	5.73	2.84	15.31	-13.24	-25.58	-21.14	5.61	8.92	11.46		16.75		46.49		71.02	4.09	6.82	8.43
313.06	4.16	12.89	8.49	-1.25	-11.18	1.31	6.93	1.26	17.2	-12.75	-25.09	-22.27	4.75	8.15	10.13		15.93		41.55		71.16	3.99	6.45	8.44
314.05	4.04	13.18	8.67	-0.85	-11.14	0.82	6.51	3.16	20.93	-12.5	-30.3	-22.67	4.61	8.34	11.84		15.73		50.33		75.19	3.97	7.09	8.67
315.05	4.28	12.64	8.75	-0.37	-11.12	0.38	7.57	0.6	14.81	-9.95	-25.19	-20.73	5.63	7.66	10.51		18.35		36.47		77.19	4.28	6.04	8.79
316.04	3.82	12.93	8.67	-0.92	-10.98	0.34	6.84	3.52	16.9	-11.54	-27.21	-22.44	4.77	8.02	12.15		13.92		47.25		75.88	3.73	6.87	8.71
317.04	4.16	12.97	8.45	-0.94	-11.25	0.35	7.73	3.95	14.9	-9.3	-24.56	-20.01	4.88	8.59	11.72		16.59		42.09		72.07	4.07	6.49	8.49
318.02	3.85	13.09	8.34	-0.65	-11.48	-0.02	6.61	1.87	17.14	-12.33	-23.61	-18.47	4.44	8.66	13.05		14.56		39.82		70.19	3.82	6.31	8.38
319.02	4.19	13.42	7.8	-0.93	-11.68	0.5	6.44	1.6	14.18	-11.41	-24.46	-19.91	4.91	10.11	9.8		16.85		44.29		61.14	4.1	6.65	7.82
320.02	4.22	13.79	9.87	-0.86	-11.95	1.67	8.17	2.92	17.44	-11.27	-27.03	-21.6	5.34	8.27	14.29		17.24		47.84		95.68	4.15	6.92	9.78
321.0	4.15	12.33	7.35	-1.1	-10.73	0.41	6.36	1.4	13.95	-11.81	-23.2	-17.21	4.8	7.51	11.57		16.14		37.42		54.38	4.02	6.12	7.37
322.0	3.76	13.17	8.72	-0.79	-10.63	0.99	8.33	5.89	16.32	-8.76	-26.79	-22.4	3.35	9.86	10.72		13.61		60.96		75.79	3.69	7.81	8.71
323.0	4.38	12.61	7.98	-0.97	-10.59	0.98	8.93	2.47	14.13	-11.86	-28.96	-18.55	5.33	11.03	12.92		18.42		47.32		63.37	4.29	6.88	7.96
323.99	3.83	13.29	9.43	-0.88	-11.34	-0.49	6.46	1.6	16.61	-12.33	-30.6	-18.83	5.27	8.7	14.97		14.04		48.55		89.64	3.75	6.97	9.47
324.99	4.03	12.7	7.42	-0.97	-10.91	0.7	5.99	1.83	15.13	-11.09	-23.12	-19.83	4.97	8.77	10.21		15.48		42.82		55.08	3.93	6.54	7.42
325.96	3.26	12.84	7.54	-0.99	-11.03	0.98	4.83	2.49	12.18	-8.4	-23.82	-18.84	4.7	7.52	10.8		9.73		43.67		56.46	3.12	6.61	7.51
326.95	4.88	13.86	9.92	-1.49	-11.37	1.12	8.58	3.77	15.98	-12.04	-30.66	-22.07	6.75	9.7	12.23		21.85		63.47		98.17	4.67	7.97	9.91
327.94	3.9	13.68	8.64	-1.18	-11.45	1.34	6.37	3.69	20.32	-9.18	-30.11	-22.15	5.53	8.58	11.57		13.99		56.53		73.59	3.74	7.52	8.58
328.94	4.24	13.18	9.05	-0.41	-11.14	0.98	7.71	2.5	14.76	-11.08	-28.28	-24.55	5.77	8.6	11.05		17.99		50.13		81.85	4.24	7.08	9.05
329.93	4.14	13.13	8.41	-0.47	-11.28	0.5	7.04	3.02	17.97	-9.32	-26.99	-20.68	6.56	8.16	12.07		17.12		45.65		71.23	4.14	6.76	8.44
330.93	3.91	12.98	8.57	-0.73	-11.01	0.28	8.41	2.49	14.9	-8.79	-27.77	-19.7	5.22	8.57	13.2		14.93		47.73		74.15	3.86	6.91	8.61
331.92	3.99	13.6	9.5	-0.96	-11.59	0.53	7.01	1.95	21.29	-11.75	-27.49	-21.75	4.67	7.96	12.63		15.16		51.16		90.97	3.89	7.15	9.54
332.91	3.9	13.93	9.35	-0.43	-11.79	0.4	5.23	3.36	15.34	-11.92	-30.3	-21.61	5.92	9.39	15.61		15.21		55.68		88.22	3.9	7.46	9.39
333.91	4.33	14.57	10.31	-1.02	-12.17	1.66	6.16	3.56	24.18	-13.31	-29.53	-21.28	6.01	11.56	13.44		17.88		64.74		104.7	4.23	8.05	10.23
334.91	4.4	13.41	9.64	-0.83	-11.0	0.75	9.67	2.83	21.92	-11.51	-30.52	-24.64	6.29	9.29	11.35		18.86		59.57		93.38	4.34	7.72	9.66
335.9	3.93	12.63	7.95	-0.84	-10.28	1.52	6.0	2.8	13.94	-9.74	-24.06	-22.58	5.15	10.4	10.63		14.91		54.44		61.55	3.86	7.38	7.85
336.9	4.07	13.38	9.6	-1.05	-10.74	0.91	8.6	2.68	15.86	-11.14	-28.22	-21.79	5.02	10.76	13.03		15.61		64.35		92.19	3.95	8.02	9.6
337.9	3.95	13.69	10.21	-0.6	-11.5	-0.38	5.82	4.12	21.44	-13.73	-27.56	-25.03	5.72	8.85	16.74		15.43		55.62		105.22	3.93	7.46	10.26
338.9	4.35	13.94	9.36	-0.96	-11.81	1.06	6.22	1.9	17.28	-12.34	-27.11	-22.65	5.27	9.82	12.83		18.19		55.19		87.43	4.27	7.43	9.35
339.9	4.38	13.14	9.55	-1.21	-10.95	1.27	7.52	3.34	17.58	-12.99	-26.0	-21.16	5.83	9.09	13.85		17.91		53.4		90.42	4.23	7.31	9.51
340.89	3.78	13.28	8.6	-0.93	-11.57	0.96	8.28	3.27	13.75	-9.01	-23.59	-18.16	4.71	8.99	12.6		13.52		42.94		73.85	3.68	6.55	8.59
341.89	4.42	13.18	9.55	-0.17	-11.3	0.94	10.02	3.03	18.59	-11.22	-26.89	-22.6	6.2	7.83	15.29		19.69		46.57		91.13	4.44	6.82	9.55
342.89	3.8	12.82	8.64	-0.96	-10.86	-0.12	7.01	2.15	17.34	-13.36	-27.22	-24.67	4.77	9.28	12.98		13.69		46.98		75.37	3.7	6.85	8.68
343.88	4.69	13.29	9.91	-0.69	-11.01	1.32	11.02	2.95	20.13	-17.53	-31.89	-23.56	5.7	9.1	14.7		21.78		56.1		97.46	4.67	7.49	9.87
344.87	3.53	13.5	8.61	-0.97	-11.33	0.2	5.07	2.86	18.02	-9.67	-26.05	-21.68	4.23	9.49	10.86		11.65		54.47		74.82	3.41	7.38	8.65
345.87	3.62	13.36	9.37	-0.47	-11.5	0.4	6.64	2.1	21.42	-12.78	-28.59	-20.27	5.16	9.13	15.21		13.03		46.72		88.59	3.61	6.84	9.41
346.86	3.96	13.59	9.28	-0.6	-11.52	0.7	6.21	1.95	15.11	-12.97	-24.96	-22.47	4.93	10.04	12.13		15.46		52.42		86.52	3.93	7.24	9.3
347.84	4.48	14.84	9.12	-1.33	-12.21	1.49	6.47	5.43	16.36	-13.43	-31.35	-22.12	5.61	10.07	14.47		18.47		71.69		81.76	4.3	8.47	9.04
348.84	4.06	13.17	9.64	-0.71	-11.08	0.83	8.98	3.04	15.58	-9.13	-27.79	-24.38	5.18	8.02	14.01		16.17		51.24		93.17	4.02	7.16	9.65
349.84	3.85	12.06	8.47	-1.13	-10.17	0.71	7.87	1.29	17.53	-9.41	-26.85	-24.93	4.56	8.3	10.12		13.72		42.51		71.94	3.7	6.52	8.48
350.84	4.11	12.67	9.01	-0.55	-10.92	0.97	9.89	0.78	16.03	-8.76	-25.29	-24.8	3.81	7.07	13.23		16.76		41.78		81.11	4.09	6.46	9.01
351.84	3.88	12.66	8.83	-0.84	-10.64	0.68	7.17	2.7	13.55	-9.23	-30.36	-22.53	4.76	6.7	12.32		14.47		47.57		78.37	3.8	6.9	8.85
352.84	4.15	13.72	10.56	-0.63	-11.54	-0.06	7.88	2.5	18.4	-12.44	-29.78	-25.55	5.07	8.2	16.57		17.03		55.82		112.7	4.13	7.47	10.62
353.84	4.19	13.22	8.62	-0.85	-11.09	0.03	6.61	3.36	15.07	-10.12	-27.05	-22.27	5.52	8.04	13.21		17.03		52.28		75.0	4.13	7.23	8.66
354.84	4.68	13.85	9.14	-1.05	-11.58	0.68	7.88	3.32	22.97	-12.58	-31.19	-22.21	5.54	7.37	11.87		21.05		58.38		83.96	4.59	7.64	9.16
355.84	4.61	12.55	7.98	-1.28	-11.06	1.35	11.77	-0.33	15.54	-10.91	-22.64	-16.29	4.33	8.11	9.66		19.79		35.63		62.4	4.45	5.97	7.9
356.84	4.16	12.84	9.46	-0.56	-11.39	0.57	6.65	0.69	17.15	-10.99	-25.61	-21.78	5.22	7.25	13.08		17.17		35.6		90.05	4.14	5.97	9.49
357.84	3.86	13.07	9.19	-0.29	-11.24	0.44	7.81	2.4	19.26	-8.92	-28.14	-28.28	5.51	7.99	13.37		14.94		44.97		85.06	3.87	6.71	9.22
358.84	4.81	12.93	8.68	-0.57	-11.22	0.6	11.34	2.1	15.58	-10.05	-25.32	-20.59	6.65	7.2	11.15		23.02		41.58		75.68	4.8	6.45	8.7
359.83	3.5	13.13	8.61	-0.94	-11.45	0.5	5.13	0.96	13.4	-8.54	-24.61	-23.04	4.41	7.85	11.7		11.46		41.59		74.56	3.39	6.45	8.63
360.83	3.64	13.33	7.64	-0.88	-11.46	0.57	4.89	2.09	12.26	-8.98	-26.99	-20.68	5.33	8.71	9.94		12.58		46.64		58.58	3.55	6.83	7.65
361.83	4.11	13.79	9.09	-0.69	-11.71	0.95	7.32	1.32	20.04	-11.25	-29.8	-23.81	5.55	9.54	10.87		16.62		53.42		82.62	4.08	7.31	9.09
362.83	3.86	13.72	9.36	-1.13	-11.62	1.2	6.52	1.54	15.82	-10.57	-28.24	-24.92	5.42	8.67	12.8		13.76		53.82		87.09	3.71	7.34	9.33
363.83	3.93	12.84	8.36	-1.19	-10.78	1.0	4.82	3.12	14.17	-12.28	-24.74	-23.2	4.95	10.39	12.54		14.15		49.13		69.65	3.76	7.01	8.35
364.82	3.97	12.97	10.03	-0.75	-10.8	1.15	5.91	1.37	20.37	-15.13	-29.14	-24.38	5.82	9.29	13.43		15.37		52.16		100.23	3.92	7.22	10.01
365.79	3.83	13.28	10.2	-1.03	-10.51	1.68	6.4	5.02	15.74	-9.46	-29.11	-26.77	5.82	7.4	13.23		13.76		66.62		102.23	3.71	8.16	10.11
366.76	3.53	14.24	10.26	-0.33	-11.38	0.28	9.14	4.51	18.85	-6.94	-32.93	-22.17	4.21	8.46	12.98		12.5		74.1		106.26	3.54	8.61	10.31
367.75	4.41	14.6	10.96	-1.07	-11.71	0.2	8.78	5.56	17.82	-15.26	-30.7	-22.06	5.14	10.71	16.58		18.51		76.99		121.37	4.3	8.77	11.02
368.74	4.42	13.58	8.85	-1.62	-11.57	0.4	4.05	0.93	21.08	-14.11	-27.1	-23.58	3.79	9.02	12.39		17.14		50.87		78.9	4.14	7.13	8.88
